Lat,Lon,Hour,Holiday
40.7147,-73.9928,12,1
40.7621,-73.9683,19,0
40.7462,-73.994,17,0
40.7291,-73.7892,16,0
40.7619,-73.9728,18,0
40.7755,-73.9902,17,0
40.7678,-73.9915,12,0
40.7587,-73.9924,22,0
40.6786,-73.9732,8,0
40.7033,-73.9943,19,0
40.7608,-73.9686,14,0
40.7541,-73.9804,17,0
40.7093,-73.9616,19,0
40.7732,-73.9267,8,0
40.7062,-74.0093,17,0
40.7643,-73.973,11,0
40.7656,-73.9977,9,1
40.7137,-74.0087,15,0
40.7638,-73.9749,20,0
40.7589,-73.9785,15,0
40.7529,-73.9791,20,0
40.76,-73.9878,10,0
40.7737,-73.9456,15,0
40.6402,-73.9992,16,0
40.7168,-73.9648,9,0
40.7375,-74.0317,1,1
40.7732,-73.9057,12,1
40.7576,-73.9788,22,0
40.7724,-73.9898,15,0
40.7682,-73.9843,4,0
40.8046,-73.9676,21,1
40.7643,-73.9709,19,0
40.7274,-73.9905,18,1
40.7628,-73.9831,20,1
40.7326,-74.0034,22,0
40.8803,-73.8788,12,0
40.7056,-74.0119,14,0
40.6469,-73.7904,21,0
40.7401,-74.0057,11,0
40.6877,-74.0014,19,0
40.7528,-73.96600000000001,16,0
40.7274,-73.9867,23,0
40.6625,-73.9363,13,0
40.7354,-73.9921,23,0
40.7457,-73.9845,6,0
40.6695,-73.9571,3,1
40.7179,-73.9904,22,0
40.751,-73.9804,15,0
40.775999999999996,-73.9601,14,1
40.731,-73.9878,11,0
40.7675,-73.969,16,0
40.764,-73.9608,16,1
40.6935,-73.98,6,0
40.7779,-73.9608,17,0
40.7493,-73.9724,22,1
40.7647,-73.9719,17,0
40.6875,-73.9587,7,0
40.7594,-73.9869,18,1
40.6416,-73.7886,18,1
40.7043,-74.0087,18,1
40.7227,-74.0081,16,0
40.723,-73.9988,13,1
40.7521,-73.9872,15,0
40.7182,-74.0052,17,0
40.76,-73.9773,21,0
40.7664,-73.9607,8,0
40.6645,-73.9782,10,0
40.7306,-74.0067,19,0
40.7431,-73.9953,17,0
40.7831,-73.9571,1,1
40.7397,-74.0062,16,1
40.691,-73.997,21,0
40.7448,-73.9888,21,1
40.7151,-73.9967,0,1
40.6932,-73.9724,6,0
40.7601,-73.9945,17,0
40.7758,-73.9551,15,0
40.7319,-73.9858,7,0
40.7402,-74.0059,23,0
40.7555,-73.9748,16,0
40.7381,-73.9966,23,1
40.7554,-73.9752,19,0
40.7464,-73.9933,12,0
40.7419,-73.9893,23,0
40.7631,-73.976,20,0
40.6834,-73.9665,20,0
40.7719,-73.9791,17,1
40.7397,-73.9929,15,1
40.7271,-74.0051,17,0
40.7115,-74.0061,11,0
40.6809,-73.9316,23,0
40.7299,-73.9786,17,0
40.769,-73.8817,17,0
40.7338,-73.9978,18,0
40.7197,-74.0042,23,0
40.7402,-74.0073,14,0
40.6466,-73.7898,15,0
40.688,-73.9157,8,0
40.7322,-74.0019,22,1
40.7339,-73.8604,3,0
40.7343,-73.9892,17,0
40.757,-73.9871,23,0
40.7685,-73.8628,19,0
40.7608,-73.9844,16,0
40.7296,-73.988,0,0
40.7255,-73.9922,22,0
40.7236,-74.0027,10,0
40.7216,-73.9977,21,0
40.8087,-73.9446,14,0
40.7607,-73.9686,23,0
40.7917,-73.9766,8,0
40.7425,-73.9847,13,0
40.7293,-73.9798,8,0
40.7118,-73.96300000000001,18,0
40.7452,-73.9848,15,1
40.7,-73.9162,21,0
40.7036,-73.9866,12,0
40.7534,-73.9871,19,0
40.7203,-73.9889,0,1
40.7397,-73.9868,15,0
40.7606,-73.9705,18,0
40.7682,-73.9823,20,1
40.7773,-73.9612,14,0
40.7247,-73.9974,17,0
40.7613,-73.9638,5,0
40.7506,-73.9687,19,0
40.6974,-73.9361,1,0
40.7788,-73.9825,13,0
40.714,-74.0065,8,0
40.7589,-73.9935,18,1
40.766999999999996,-73.9563,14,0
40.7077,-74.017,4,0
40.7475,-73.9852,16,0
40.7531,-73.9727,18,0
40.7369,-73.9816,11,0
40.7301,-73.9913,0,0
40.7533,-73.9963,14,0
40.7342,-73.9754,15,0
40.614000000000004,-73.9939,10,1
40.7404,-73.9944,18,0
40.7225,-73.9975,19,1
40.7057,-73.9372,8,1
40.8005,-73.9698,7,0
40.7645,-73.9592,3,0
40.768,-73.9838,19,0
40.7669,-73.9619,10,1
40.7313,-73.9921,22,0
40.7473,-73.9854,5,0
40.6458,-73.7768,18,0
