Lat,Lon,Hour,Holiday
40.7365,-74.0057,23,0
40.6225,-74.0279,5,0
40.7676,-73.9596,16,0
40.7539,-73.9741,9,0
40.7565,-73.9781,20,0
40.7487,-74.0083,14,0
40.7657,-73.9717,19,0
40.7278,-73.9931,16,1
40.6415,-73.788,19,0
40.7341,-73.9899,8,0
40.7025,-73.9894,21,0
40.7336,-73.9976,19,0
40.7237,-74.0108,23,0
40.7637,-73.9778,11,0
40.7205,-73.9917,19,0
40.7205,-73.9968,15,0
40.7618,-73.9752,17,0
40.7604,-73.9816,21,0
40.7402,-74.0034,17,0
40.7531,-73.9928,8,0
40.7042,-74.0095,7,0
40.7644,-73.9688,16,0
40.7825,-73.9809,5,0
40.6709,-73.9815,21,0
40.7607,-73.9738,14,0
40.7741,-73.8726,16,1
40.7692,-73.9692,16,1
40.7486,-74.0034,21,0
40.7521,-73.9834,17,0
40.7631,-73.9721,16,0
40.7187,-73.9948,21,0
40.7537,-73.9807,13,0
40.6821,-73.9908,11,1
40.7438,-73.9927,11,0
40.7552,-73.9839,21,0
40.7608,-73.9709,5,0
40.6714,-73.8709,20,0
40.7236,-73.9994,15,0
40.7245,-74.0092,19,0
40.7578,-73.982,13,0
40.7472,-73.9834,12,0
40.7061,-74.006,14,0
40.7238,-73.9911,15,1
40.7041,-74.008,16,0
40.7169,-74.00399999999999,23,0
40.7741,-73.8725,13,0
40.7062,-74.0066,10,0
40.7451,-73.994,11,0
40.6809,-73.8713,12,1
40.7544,-73.9869,21,0
40.7531,-74.00399999999999,11,0
40.7832,-73.9785,7,0
40.7475,-73.9769,22,0
40.7581,-73.9732,19,0
40.6827,-73.9932,23,0
40.7294,-73.9963,13,0
40.7487,-73.9801,10,1
40.7481,-74.0052,22,1
40.7325,-73.9878,19,0
40.6638,-73.936,15,0
40.789,-73.9776,8,0
40.724000000000004,-74.0008,11,0
40.7607,-73.9756,17,0
40.7617,-73.9995,6,0
40.7542,-73.9729,16,0
40.7518,-73.9947,8,1
40.853,-73.9601,19,0
40.7174,-73.954,22,0
40.7429,-73.9802,14,1
40.7328,-74.0025,23,0
40.7029,-73.9907,7,1
40.75,-73.9752,21,0
40.7246,-73.9997,13,0
40.7519,-73.9855,9,0
40.7272,-73.979,7,0
40.8,-73.9697,7,0
40.645,-73.7818,19,1
40.6467,-73.9693,14,0
40.6951,-73.933,1,1
40.7881,-73.9673,7,0
40.8402,-73.9432,14,0
40.7318,-74.0034,22,0
40.7199,-73.9643,12,0
40.7559,-73.9711,15,1
40.7111,-74.0057,20,0
40.679,-73.9718,7,0
40.8022,-73.9432,13,1
40.7608,-73.9734,20,0
40.7235,-73.9776,10,0
40.7549,-73.9763,22,0
40.7694,-73.9519,11,0
40.6946,-73.9428,18,1
40.7154,-74.0148,20,0
40.7787,-73.9615,22,0
40.7671,-73.9845,10,1
40.7656,-73.9644,13,0
40.7223,-73.9971,21,0
40.7245,-73.9846,7,0
40.7277,-74.0015,22,0
40.7568,-74.0014,14,0
40.7602,-73.9673,19,0
40.7555,-73.9757,18,0
40.7211,-73.9585,17,0
40.7493,-74.0031,15,0
40.7149,-73.9936,20,0
40.6421,-73.7876,17,0
40.7219,-74.0042,17,0
40.7212,-73.98100000000001,7,0
40.7506,-73.9956,7,0
40.7578,-73.993,16,0
40.7162,-74.0069,12,0
40.7642,-73.9543,19,0
40.766,-73.9834,23,0
40.7608,-73.9757,15,0
40.7503,-73.9891,20,0
40.7119,-73.9235,4,1
40.756,-73.9849,20,0
40.7356,-73.9885,22,1
40.7523,-73.9239,14,0
40.7399,-74.007,10,0
40.7686,-73.9678,15,1
40.727,-73.9588,18,0
40.7788,-73.9511,21,0
40.645,-73.7819,11,1
40.8014,-73.9659,0,1
40.725,-74.0077,9,0
40.778,-73.9886,4,0
40.7403,-74.0017,19,0
40.7618,-73.9793,18,0
40.769,-73.9818,1,1
40.6484,-73.7826,16,0
40.7336,-74.0083,14,0
40.76,-73.9667,6,0
40.675,-73.9535,21,0
40.7757,-73.9465,7,0
40.7211,-73.9938,13,0
40.7468,-73.9924,17,0
40.7574,-73.84899999999999,20,0
40.7302,-73.8876,20,1
40.7506,-74.0492,22,0
40.7673,-73.9842,12,0
40.7346,-74.0009,23,0
40.7665,-73.9607,9,0
40.769,-73.9813,15,0
40.7481,-74.005,14,1
40.6449,-73.7824,23,0
40.7292,-73.9939,8,0
40.7231,-73.995,19,0
40.7203,-73.9892,3,1
40.7589,-73.9858,0,0
40.7354,-74.0016,19,0
40.7146,-73.9843,12,0
40.7383,-73.9878,18,0
40.7721,-73.956,12,1
40.813,-73.9616,4,0
40.7053,-74.0075,2,1
40.7214,-74.0017,17,0
40.7443,-73.9854,16,0
40.7402,-73.9975,18,0
40.7146,-73.9988,8,0
40.7859,-73.971,6,0
40.7284,-73.9853,23,1
40.7638,-73.9805,9,0
40.7748,-73.9632,9,0
40.7966,-73.9723,9,0
40.748000000000005,-73.9876,0,1
40.7133,-73.9673,16,0
40.7706,-73.9567,7,0
40.7335,-73.993,7,0
40.7472,-73.9897,18,0
40.7397,-73.9893,20,0
40.7473,-73.9821,21,0
41.0243,-73.5902,14,1
40.7629,-73.9798,20,0
40.7215,-74.01,8,0
40.7786,-73.9614,19,0
40.7148,-74.0054,19,0
40.7587,-73.9773,16,0
40.6232,-74.0331,6,0
40.7735,-73.9642,16,0
40.7337,-73.9961,19,0
40.7367,-73.991,0,1
40.7666,-73.9529,17,0
40.7368,-73.9906,8,0
40.7735,-73.9634,18,0
40.7791,-73.9819,15,0
40.7416,-73.9811,7,0
40.7207,-73.9802,7,0
40.7453,-73.9945,18,0
40.7738,-73.9878,16,0
40.7341,-73.8717,16,1
40.7305,-74.0068,16,1
40.739000000000004,-74.0088,20,0
40.7123,-73.8892,22,0
40.715,-74.0055,13,0
40.7257,-74.0019,0,1
40.6448,-73.7819,14,0
40.7551,-73.9797,16,0
40.7384,-73.9855,2,0
40.7789,-73.9821,16,0
40.6725,-73.9317,1,0
40.7283,-73.9907,0,1
40.7374,-74.0092,13,0
40.7143,-74.01,3,0
40.7167,-74.0133,18,0
40.6623,-73.8973,11,0
40.7655,-73.9838,9,0
40.704,-74.0081,18,0
40.7736,-73.9495,7,0
40.8088,-73.9658,21,0
40.7683,-73.9845,15,0
40.760999999999996,-73.9797,14,0
40.7406,-73.9911,18,0
40.7532,-73.9893,13,0
40.759,-73.9782,19,0
40.7874,-73.9545,6,0
40.736,-73.9873,16,1
40.6897,-73.9529,3,1
40.7145,-74.0088,17,0
40.7288,-73.9952,18,0
40.760999999999996,-73.9909,22,1
40.713,-73.9949,17,0
40.7552,-73.9712,16,0
40.7644,-73.9965,10,0
40.7209,-73.959,11,0
40.7557,-73.9754,15,0
40.7392,-73.9936,9,0
40.7394,-74.0055,1,0
40.7536,-73.9725,19,0
40.7213,-73.9837,20,1
40.6443,-73.7836,21,0
40.7737,-73.874,18,0
40.7684,-73.9851,9,0
40.7744,-73.9614,12,0
40.7051,-74.0155,17,0
40.7607,-73.9765,9,0
40.7167,-73.9465,16,0
40.7292,-74.0025,21,0
40.7237,-73.9955,16,0
40.7452,-74.0077,21,0
40.7565,-73.9747,18,0
40.753,-73.9929,0,0
40.7691,-73.9432,16,0
40.734,-73.991,21,0
40.7593,-73.9848,21,0
40.7645,-73.98100000000001,15,1
40.6439,-73.7827,13,0
40.7649,-73.9786,18,0
40.7652,-73.9724,12,0
40.7821,-73.9579,19,1
40.7565,-73.9655,23,0
40.7807,-73.9467,17,0
40.7653,-73.9722,8,0
40.7773,-73.9764,19,1
40.7099,-74.0101,19,0
40.7372,-73.9986,19,0
40.7228,-74.0044,6,0
40.7658,-73.9656,20,0
40.7272,-73.979,7,0
40.7238,-73.9842,7,0
40.7289,-73.9952,17,0
40.7684,-73.8915,19,0
40.7581,-73.9893,9,0
40.7737,-73.9558,14,0
40.7236,-73.9928,21,1
40.7179,-73.994,15,0
40.7716,-73.9647,17,0
40.7216,-73.7904,7,1
40.7236,-74.0063,9,0
40.7687,-73.958,1,0
40.7505,-73.9946,19,1
40.7645,-73.9958,21,1
40.7066,-73.9975,16,0
40.7626,-73.9809,18,0
40.7148,-73.9649,3,0
40.7714,-73.9508,19,0
40.6453,-73.7804,14,0
40.7569,-73.9851,11,0
40.7828,-73.9517,7,0
40.7644,-73.9689,12,0
40.7695,-73.9855,8,0
40.705999999999996,-74.0098,17,0
40.6652,-73.9903,21,0
40.7387,-74.0088,20,1
40.7536,-73.99600000000001,19,1
40.7215,-73.9924,21,1
40.7332,-74.0006,23,0
40.7172,-74.0047,17,0
40.7232,-74.0025,10,1
40.7553,-73.9839,8,0
40.7403,-74.0079,20,0
40.7344,-73.9939,20,0
40.75,-73.9766,14,0
40.7381,-74.0041,23,1
40.7413,-73.985,16,0
40.7704,-73.8652,16,0
40.6456,-73.7767,19,1
40.7711,-73.8654,12,1
40.6945,-73.9568,18,0
41.0431,-73.8625,2,0
40.7023,-73.9428,14,1
40.7256,-74.0054,13,1
40.7214,-74.0053,7,0
40.7495,-73.9753,19,0
40.7567,-73.9845,21,0
40.7649,-73.9609,16,0
40.7514,-73.976,23,0
40.7668,-73.9627,18,0
40.7188,-73.9501,13,1
40.7719,-73.9821,22,0
40.7571,-73.9636,8,1
40.783,-73.953,7,1
40.6449,-73.7824,15,0
40.7186,-74.0006,23,0
40.6952,-74.1774,22,0
40.7815,-73.9808,6,0
40.7444,-73.9835,21,1
40.8053,-73.9397,17,0
40.6683,-73.9552,8,0
40.6466,-73.7898,21,0
40.7319,-74.0008,18,0
40.7079,-74.0049,0,0
40.6734,-74.0169,17,0
40.7552,-73.987,21,1
40.744,-73.9857,17,0
40.7123,-73.96600000000001,16,0
40.8152,-73.9589,10,0
40.8033,-73.9641,14,0
40.7551,-73.9846,12,0
40.7121,-74.0083,1,1
40.7603,-73.9661,1,1
40.7289,-73.9938,22,1
40.7578,-73.9756,16,0
40.7579,-74.0005,17,0
40.7274,-73.9937,20,0
40.7516,-73.9782,11,0
40.7363,-73.9933,17,0
40.7044,-74.0096,22,0
40.7262,-73.9841,20,1
40.7214,-73.9858,18,1
40.6941,-73.9872,12,0
40.7147,-74.0108,15,0
40.7837,-73.9504,18,0
40.9,-73.8988,16,0
40.7531,-73.9749,16,0
40.7635,-73.9811,12,1
40.7024,-73.9867,7,0
40.8054,-74.0775,8,0
40.7502,-73.9945,21,0
40.7637,-73.9621,13,1
40.7771,-73.9857,20,0
40.7226,-73.9977,12,0
40.7295,-74.0022,21,0
40.7183,-74.0146,21,1
40.7394,-74.0069,14,0
40.7213,-73.9574,8,0
40.7036,-73.9905,21,1
40.683,-73.9913,19,1
40.7582,-73.9728,19,0
40.7593,-73.9814,14,0
40.7742,-73.9132,9,0
41.0423,-74.0724,15,0
40.7827,-73.9475,19,1
40.6971,-73.995,14,0
40.7017,-73.9778,19,0
40.7613,-73.9869,16,1
40.7396,-73.9926,13,0
40.6414,-73.788,15,0
40.7561,-73.9788,22,1
40.7358,-73.9854,16,1
40.6936,-73.9825,20,0
40.7039,-73.8904,21,0
40.71,-74.2047,16,0
40.7219,-74.0042,14,0
40.7249,-74.0026,16,1
40.7351,-73.9936,6,0
40.7323,-74.0017,17,1
40.7482,-73.9396,17,0
40.7282,-74.0073,20,0
40.7633,-73.9587,5,0
40.7242,-74.0023,19,0
40.774,-73.8726,12,0
40.7093,-74.0109,16,0
40.7189,-74.0111,17,0
40.8233,-73.9433,3,0
40.7348,-73.98,7,0
40.7232,-74.005,10,0
40.7248,-74.0024,22,0
40.7372,-73.9742,5,1
40.7261,-73.9928,16,0
40.7044,-74.0088,14,0
40.7122,-73.9638,7,0
40.7686,-73.9923,19,0
40.7269,-73.9854,1,1
40.7617,-73.9812,15,0
40.7675,-73.9927,19,0
40.6798,-73.9893,23,0
40.733000000000004,-73.9897,10,0
40.7476,-73.9866,2,1
40.6751,-73.9564,14,1
40.7832,-73.9551,8,0
40.7627,-73.9713,20,1
40.8012,-73.7387,8,0
40.7508,-73.9822,20,1
40.7251,-74.0014,9,1
40.733000000000004,-73.9862,23,0
40.7177,-73.9432,6,0
40.7648,-73.9077,17,1
40.7525,-73.9684,18,0
40.7212,-74.0013,13,0
40.765,-73.9688,7,0
40.7336,-73.9924,9,1
40.7615,-73.9158,9,0
40.711,-74.0058,15,0
40.7409,-73.9975,18,0
40.6823,-73.9057,6,1
40.7306,-73.976,7,0
40.7194,-74.0086,22,0
40.7396,-74.002,5,1
40.7519,-74.0011,15,0
40.7824,-73.9506,17,0
40.7456,-74.0091,18,0
40.7052,-74.0075,19,0
40.7552,-73.9786,18,0
40.7496,-74.0047,15,0
40.7201,-74.0104,21,0
40.716,-73.9608,15,0
40.7404,-74.0058,20,0
40.6799,-73.9893,21,1
40.7076,-74.0057,11,1
40.7317,-73.9946,12,0
40.7407,-74.0068,22,0
40.7493,-73.9866,18,0
40.7599,-73.9879,22,1
40.7541,-73.972,15,0
40.7376,-74.0041,22,0
40.7515,-73.982,13,0
40.7103,-74.0094,23,0
40.7281,-74.003,15,1
40.7387,-73.9872,17,1
40.6419,-73.7881,23,1
40.7554,-73.9815,21,0
40.7503,-73.9849,11,1
40.7597,-73.9662,19,0
40.8027,-73.964,1,1
40.7097,-74.0145,15,0
40.7325,-74.0035,22,1
40.7357,-74.0071,23,0
40.7608,-73.9872,20,0
40.7298,-73.9584,19,0
40.7027,-73.9867,10,1
40.7165,-74.0164,6,0
40.7417,-73.9976,17,0
40.7226,-74.0003,17,0
40.645,-73.7821,7,0
40.7691,-73.9827,9,0
40.7587,-73.9651,16,1
40.7557,-73.9707,15,0
40.7267,-73.9999,7,0
40.7535,-73.9788,12,0
40.7905,-73.9755,16,0
40.7173,-74.0357,16,0
40.7593,-73.9957,6,1
40.7495,-73.9918,21,0
40.7266,-74.0075,17,0
40.7651,-73.983,10,1
40.7368,-73.9888,13,0
40.7274,-74.0006,7,0
40.719,-73.9831,8,1
40.7255,-73.995,0,1
40.7577,-73.9905,19,1
40.7391,-73.9933,18,0
40.7104,-74.0149,7,0
40.7829,-73.9574,16,0
40.758,-73.962,22,1
40.7585,-73.9726,20,0
40.7622,-73.9691,18,0
40.7145,-73.9651,22,0
40.7714,-73.9624,10,0
40.7278,-73.9895,21,0
40.7262,-73.9933,13,0
40.7249,-73.9826,6,0
40.753,-73.9966,22,1
40.7728,-73.9618,6,0
40.7255,-74.0078,13,0
40.7235,-73.9973,12,1
40.7107,-74.0063,5,0
40.7862,-73.9558,14,0
40.736,-73.9912,13,0
40.784,-73.97399999999999,12,0
40.7537,-73.9872,22,1
40.7502,-73.9948,15,0
40.7509,-73.9943,17,1
40.6416,-73.7881,13,0
40.7325,-73.9948,8,0
40.645,-73.7819,5,0
40.7594,-73.9793,20,0
40.7989,-73.9455,11,0
40.7561,-73.9869,22,0
40.7267,-73.9917,7,0
40.6783,-73.9832,16,0
40.7354,-73.9857,21,0
40.7581,-73.9897,20,0
40.7603,-73.9717,17,0
40.7595,-73.9722,14,1
40.678000000000004,-73.9846,23,1
40.7663,-73.9715,9,0
40.7678,-73.9812,18,1
40.645,-73.7819,7,0
40.7243,-73.9976,15,0
40.7588,-73.9727,13,0
40.7525,-73.9732,15,0
40.7451,-73.9949,17,0
40.7501,-73.9946,8,0
40.7601,-73.9745,17,0
40.7556,-73.9865,1,0
40.7212,-74.0007,15,0
40.7628,-73.9714,20,0
40.68,-73.9623,22,0
40.7266,-73.9793,2,1
40.7088,-74.0169,13,1
40.7273,-73.9921,9,0
40.7454,-74.0022,20,0
40.7435,-73.9882,17,0
40.728,-73.9472,6,0
40.7507,-73.9945,18,0
40.7544,-73.9694,12,0
40.7535,-73.9647,17,0
40.7403,-73.9862,14,0
40.7579,-73.9715,18,0
40.7334,-73.9969,6,0
40.7367,-73.9817,10,0
40.7386,-74.0055,19,1
40.7774,-73.9591,18,0
40.738,-74.0094,22,0
40.7346,-73.9844,5,0
40.7036,-73.9906,21,0
40.7741,-73.8725,20,0
40.7433,-73.9866,16,0
40.7428,-73.9947,19,0
40.7466,-74.0075,18,0
40.6804,-73.9761,19,1
40.751,-73.9827,19,0
40.76,-73.9786,11,0
40.7244,-73.9453,13,0
40.7301,-73.9992,0,1
40.7434,-73.9944,22,0
40.7499,-73.9834,2,1
40.7701,-73.8648,19,0
40.6955,-73.9255,8,0
40.7513,-73.994,7,0
40.7499,-73.9701,21,1
40.7464,-74.027,15,1
40.6574,-74.2741,19,0
40.7606,-73.9716,15,0
40.7443,-73.9955,18,0
40.7715,-73.9321,17,1
40.7644,-73.9834,6,0
40.7421,-73.9893,16,0
40.7289,-74.0088,20,1
40.7039,-73.9868,18,0
40.7652,-73.9803,21,0
40.7262,-74.0026,22,1
40.7596,-73.9952,19,0
40.7781,-73.9545,16,0
40.7775,-73.9467,7,0
40.7636,-73.9753,21,0
40.7233,-73.8176,4,0
40.7602,-73.9951,17,1
40.7205,-73.9544,14,1
40.7143,-73.9872,9,1
40.7499,-73.9914,20,0
40.7481,-74.0002,7,0
40.7901,-73.9747,9,0
40.7343,-74.0031,20,0
