Lat,Lon,Hour,Holiday
40.7592,-73.9788,18,0
40.7755,-73.9461,9,0
40.7581,-73.9893,6,0
40.6465,-73.79,10,1
40.7298,-74.0085,18,0
40.717,-74.0023,20,0
40.7343,-74.0062,1,1
40.7643,-73.9738,20,0
40.7578,-73.982,14,1
40.7634,-73.9815,17,0
40.6625,-73.9357,16,0
40.7435,-73.9921,15,0
40.747,-73.9835,17,0
40.7225,-73.9874,23,0
40.7391,-73.9817,19,0
40.7329,-74.0064,12,0
40.7343,-73.9899,6,0
40.7804,-73.9803,15,0
40.7272,-73.9918,7,0
40.7194,-74.0096,22,0
40.7228,-73.9882,23,0
40.6449,-73.7821,20,0
40.7198,-73.9875,0,1
40.7282,-73.9879,2,1
40.746,-73.988,22,1
40.7184,-73.9557,20,1
40.7713,-73.9621,14,0
40.775999999999996,-73.9561,9,1
40.722,-73.9963,0,1
40.7404,-73.9869,23,0
40.7526,-73.9796,18,0
40.7618,-73.9859,7,0
40.7173,-74.0091,15,0
40.7575,-73.9728,8,0
40.7501,-73.9827,17,0
40.7277,-74.0072,19,0
40.7307,-73.9861,19,1
40.774,-73.9639,11,0
40.6872,-74.0007,13,1
40.7292,-74.0038,20,0
40.7506,-73.9946,16,1
40.7528,-73.9699,15,0
40.6879,-74.1828,21,1
40.6741,-73.7993,14,0
40.7198,-74.0103,18,0
40.760999999999996,-73.999,8,0
40.7305,-74.009,8,0
40.7582,-73.9706,20,0
40.7248,-73.9941,6,0
40.7627,-73.971,15,1
40.7189,-74.0022,17,0
40.7226,-73.9828,6,0
40.7464,-73.9839,18,1
40.7867,-74.0773,5,0
40.7439,-73.9914,18,0
40.7567,-73.9611,18,0
40.6598,-73.9548,6,0
40.7459,-73.9959,21,1
40.785,-73.957,12,0
40.7603,-73.9712,18,0
40.7662,-73.9676,11,0
40.7621,-73.9857,13,0
40.7453,-73.9945,19,0
40.6834,-73.9237,20,0
40.7409,-73.9975,20,0
40.7802,-73.9746,13,0
40.724000000000004,-73.9963,17,0
40.7565,-73.9977,21,0
40.7258,-73.9919,20,1
40.6589,-73.9818,17,1
40.6901,-73.9295,17,0
40.7719,-73.9598,20,0
40.7552,-73.9912,17,0
40.7458,-73.9014,18,0
40.7457,-73.9889,13,0
40.8269,-73.9265,22,0
40.7203,-74.0022,13,0
40.7577,-73.9888,13,0
40.7664,-73.9606,7,0
40.7651,-73.9703,12,1
40.7293,-73.9773,5,1
40.7597,-73.9618,17,1
40.7216,-74.0033,7,0
40.7151,-73.9628,15,1
40.7286,-73.9945,16,1
41.0435,-73.5499,19,0
40.6763,-73.8617,9,0
40.7516,-73.9874,17,0
40.7043,-74.009,8,0
40.7329,-74.0039,23,0
40.7636,-73.9793,19,0
40.683,-73.9646,23,0
40.7666,-73.9532,20,0
40.7249,-73.9807,8,0
40.7478,-73.9771,18,0
40.6735,-73.9917,2,1
40.6632,-73.9601,12,1
40.7006,-73.977,19,0
40.7695,-73.9626,8,0
40.6726,-73.9811,16,1
40.7576,-73.9858,21,1
40.6856,-73.9805,22,0
40.7665,-73.9844,12,0
40.7657,-73.9762,9,0
40.6726,-73.9879,10,0
40.6938,-73.971,7,0
40.7279,-74.003,19,0
40.7693,-73.9853,7,0
40.7906,-73.9655,6,0
40.702,-74.0111,17,0
40.7335,-73.9897,9,0
40.7194,-73.9923,4,0
40.7602,-73.9576,14,0
40.7654,-73.9795,14,0
40.764,-73.98,15,1
40.7611,-73.9891,8,0
40.7279,-73.9492,5,0
40.7641,-73.9822,7,0
40.7258,-73.9979,18,1
40.7679,-73.9601,15,0
40.6623,-73.9214,18,0
40.7287,-73.9823,15,0
40.7369,-73.9806,6,0
40.723,-73.9838,14,0
40.7257,-73.9971,11,0
40.7109,-73.9617,7,0
40.757,-73.9781,20,0
40.7259,-74.0039,15,0
40.7277,-74.0072,20,0
40.6864,-73.9895,4,0
40.7219,-74.0075,11,1
40.7692,-73.9694,8,0
40.7279,-73.9421,19,1
40.7272,-74.0073,21,0
40.7148,-74.0095,21,0
40.7297,-73.9984,21,0
40.7214,-73.9423,8,1
40.7146,-74.0083,18,0
40.7388,-74.0333,1,1
40.7597,-73.9739,17,0
40.7631,-73.9765,18,1
40.7356,-74.0031,20,0
40.7336,-73.9561,14,1
40.7342,-73.9814,17,0
40.7311,-73.9911,11,0
40.7621,-73.9836,0,0
40.7599,-73.9745,22,0
40.7405,-73.9947,17,0
40.722,-73.9975,15,1
40.6838,-73.8067,18,0
40.7169,-74.033,11,0
40.7311,-73.9537,21,0
40.7487,-73.9394,18,0
40.7587,-73.9893,11,0
40.7469,-73.9857,2,1
40.7792,-73.9477,12,0
40.7165,-74.0092,6,0
40.7789,-73.9852,19,0
40.719,-73.9963,15,0
40.7491,-73.9864,17,0
40.7058,-74.0098,19,0
40.74,-74.0031,22,0
40.7254,-74.0095,11,0
40.7541,-73.9778,16,0
40.7822,-73.9767,6,0
40.7159,-74.0099,9,0
40.7563,-73.9703,14,0
40.7361,-74.0044,19,0
40.6484,-73.7827,6,0
40.7436,-73.9732,22,1
40.7737,-73.8744,7,0
40.72,-73.9874,14,1
40.6885,-73.9633,6,1
40.7764,-73.9624,16,1
40.7581,-73.9891,10,0
40.7898,-73.9759,7,0
40.7525,-73.9874,16,0
40.7381,-74.0033,18,0
40.7309,-73.9955,4,0
40.785,-73.9697,6,0
40.7519,-73.982,21,0
40.7609,-73.9904,20,0
40.7344,-73.9917,20,0
40.7134,-74.0094,11,0
40.6448,-73.7825,16,1
40.754,-73.9691,11,0
40.7139,-73.9799,19,0
40.7795,-73.988,11,1
40.7576,-73.9768,18,1
40.7603,-73.9814,14,0
40.8683,-73.9224,7,0
40.7261,-74.0056,19,0
40.7606,-73.9911,22,1
40.733000000000004,-74.0018,19,0
40.7218,-73.992,22,0
40.7171,-74.0039,10,0
40.7292,-74.0026,6,0
40.7312,-73.9908,19,0
