Lat,Lon,Hour,Holiday
40.7549,-73.9758,20,0
40.7337,-74.0044,17,0
40.7445,-74.0078,14,1
40.716,-73.9931,6,0
40.7375,-74.005,7,0
40.7191,-73.9642,7,1
40.7227,-74.0044,19,0
40.6951,-74.1787,17,0
40.7513,-74.0385,22,1
40.757,-73.9989,15,0
40.7739,-73.8723,18,0
40.692,-73.9638,14,0
40.6802,-73.869,17,1
40.6117,-74.0101,7,0
40.7422,-73.8572,4,0
40.6917,-74.17699999999999,22,0
40.7349,-73.9991,21,0
40.7455,-73.922,5,0
40.7681,-73.862,23,0
40.719,-74.0048,10,1
40.7647,-73.972,19,0
40.7238,-73.9991,18,1
40.7558,-73.9748,23,0
40.7502,-74.029,21,1
40.7453,-73.9908,12,1
40.7306,-74.0069,22,0
40.7535,-73.9809,20,0
40.7169,-74.0082,20,0
40.7538,-73.9769,17,0
40.7229,-74.0081,23,0
40.7172,-73.9916,15,0
40.7437,-73.9767,7,0
40.7553,-73.9872,21,0
40.7293,-73.9799,8,1
40.7415,-73.9854,15,0
40.7553,-73.9887,17,0
40.7256,-74.0053,9,0
40.7576,-73.9718,14,0
40.7319,-73.9883,18,0
40.7612,-73.9835,14,0
40.7741,-73.8721,11,0
40.7229,-73.946,12,1
40.7375,-74.0065,18,0
40.7329,-74.0042,18,0
40.77,-73.8646,20,0
40.7175,-73.9999,17,0
40.7882,-74.0434,19,0
40.7322,-74.0077,11,0
40.7265,-73.9801,6,0
40.7618,-73.9928,23,0
40.7272,-74.0035,21,0
40.7336,-73.9957,18,0
40.7555,-73.9707,22,0
40.7542,-73.99600000000001,23,0
40.7775,-73.9569,20,0
40.7212,-73.9794,0,1
40.6854,-73.9693,20,1
40.6928,-73.9328,17,1
40.7522,-73.9935,18,0
40.7349,-73.9866,5,0
40.7337,-73.9919,1,1
40.7383,-73.9895,19,1
40.736999999999995,-74.0055,8,0
40.7023,-73.9867,19,0
40.7879,-73.9749,10,0
40.7334,-73.9854,8,0
40.762,-73.9754,18,0
40.7368,-74.0305,16,1
40.7763,-73.9797,13,0
40.7339,-73.9982,7,0
40.7747,-73.9583,16,0
40.7731,-73.9893,15,0
40.7416,-73.9991,17,1
40.7227,-73.9882,1,1
40.7187,-73.9908,8,0
40.7208,-74.0041,22,0
40.7247,-73.9938,21,0
40.7457,-73.9822,17,0
40.7429,-73.9869,18,0
40.7571,-73.9825,17,0
40.718,-74.0147,12,1
40.7248,-73.9768,8,0
40.8011,-73.968,21,0
40.7718,-73.9577,18,1
40.7151,-73.9666,18,0
40.7617,-73.9745,17,0
40.7271,-74.0056,1,0
40.6769,-73.9979,19,1
40.7504,-73.9733,15,0
40.7159,-74.0117,13,1
40.7044,-73.9866,18,1
40.7402,-74.0065,0,1
40.735,-73.9911,20,0
40.7208,-73.9625,15,1
40.7091,-74.0108,21,0
40.8239,-73.9386,20,0
40.7375,-74.0068,7,0
40.7237,-74.0498,23,0
40.7203,-74.0117,16,0
40.7465,-73.9915,9,0
40.7074,-74.0023,17,0
40.7401,-74.0053,0,1
40.7758,-73.9608,10,0
40.7408,-73.9877,16,0
40.7686,-73.9655,6,0
40.7665,-73.9833,15,0
40.7787,-73.9558,8,0
40.7476,-73.9867,22,0
