Lat,Lon,Hour,Holiday
40.7237,-74.0027,15,0
40.7302,-74.0035,7,0
40.7217,-73.9976,0,1
40.7474,-73.9933,17,0
40.7234,-73.9998,7,0
40.7611,-73.9752,19,0
40.7263,-73.9985,16,0
40.7457,-73.9862,10,0
40.7495,-73.9523,8,1
40.7033,-73.9348,9,1
40.7527,-73.9894,16,0
40.7843,-73.954,19,0
40.8237,-73.9313,17,0
40.7683,-73.9845,15,0
40.732,-74.0045,19,0
40.736999999999995,-73.9815,16,0
40.7262,-73.9918,22,0
40.7322,-74.0015,15,1
40.7505,-73.9792,11,0
40.7421,-74.0059,23,1
40.7518,-73.9856,12,0
40.741,-73.9219,16,1
40.7599,-73.9765,15,1
40.7566,-73.97399999999999,13,0
40.7542,-73.9803,20,0
40.7711,-73.8661,21,0
40.7243,-73.9932,15,1
40.7342,-74.0013,20,0
40.645,-73.7819,7,0
40.7459,-73.9817,9,0
40.7734,-73.955,15,0
40.7389,-73.9874,15,0
40.7326,-73.9877,17,0
40.7761,-73.9528,6,0
40.7299,-73.9923,8,0
40.7118,-74.0066,14,0
40.7093,-74.0105,11,0
40.6458,-73.7768,22,1
40.727,-73.9838,23,0
40.7483,-73.9883,18,0
40.7377,-73.9917,21,0
40.7147,-73.9661,22,0
40.7768,-73.9522,6,0
40.7801,-73.9571,15,0
40.7272,-73.9844,5,0
40.7571,-74.001,18,0
40.7395,-73.9998,6,0
40.7546,-73.9768,18,1
40.7621,-73.9864,15,0
40.719,-74.0102,22,0
40.6864,-73.9359,18,0
40.7572,-73.9688,6,0
40.7528,-73.9714,21,0
40.732,-73.9851,11,0
40.6415,-73.7888,14,0
40.6806,-73.9415,12,0
40.7564,-73.9788,22,0
40.7209,-74.0006,16,0
40.7133,-74.0122,14,0
40.7479,-73.9883,12,0
40.7249,-74.0358,6,1
40.7532,-73.979,20,0
40.7347,-74.0021,17,0
40.7519,-73.9945,20,0
40.7394,-74.007,1,1
40.7339,-74.0026,22,0
40.6904,-74.1784,22,0
40.775,-73.9568,12,0
40.7767,-73.9487,22,0
40.7705,-73.9621,13,0
40.7787,-73.9618,15,1
40.7627,-73.972,16,0
40.7369,-73.9879,22,0
40.6837,-73.9817,16,1
40.7273,-73.9921,18,1
40.7222,-73.9872,21,1
40.7396,-73.98899999999999,18,0
40.7374,-74.0082,19,1
40.7161,-74.0166,18,0
40.7543,-73.9867,15,0
40.7614,-73.9782,20,0
40.7629,-73.9714,16,0
40.7414,-73.9932,19,0
40.6799,-73.9743,1,0
40.7553,-73.9722,3,0
40.7149,-74.0136,14,0
40.7682,-73.99600000000001,15,0
40.7168,-73.9656,21,0
40.7609,-73.9581,17,1
40.74,-73.9886,18,0
40.7436,-73.9586,8,0
40.7224,-74.0037,22,0
40.7306,-74.009,14,0
40.7729,-73.8954,22,1
40.7708,-73.8657,16,0
40.7164,-73.991,19,0
40.781,-73.9762,20,1
40.7298,-73.9423,20,0
40.7409,-73.9764,10,1
40.7323,-74.0018,16,1
40.7649,-73.9534,16,0
40.7736,-73.9816,6,0
40.7272,-74.0073,18,0
40.7692,-73.982,9,0
40.6417,-73.788,13,0
40.759,-73.9844,20,1
40.7606,-73.9825,16,0
40.7701,-73.9592,7,0
40.7329,-73.9999,1,1
40.7199,-74.0003,8,0
40.721,-73.9948,9,0
40.7572,-74.0009,16,0
40.7151,-74.0431,1,0
