Lat,Lon,Hour,Holiday
40.7304,-73.9806,16,0
40.6277,-73.9604,17,0
40.7833,-73.9844,18,1
40.7499,-73.9704,18,0
40.7474,-73.9439,11,0
40.760999999999996,-73.9754,10,0
40.7791,-73.9768,8,0
40.6997,-73.9807,19,0
40.7402,-73.9864,18,0
40.6797,-73.9845,23,0
40.7726,-73.9554,5,0
40.7538,-73.9887,15,0
40.7335,-74.0078,19,1
40.7521,-73.9777,21,0
40.7486,-73.9824,15,1
40.731,-73.9899,23,0
40.6878,-74.1811,19,0
40.7593,-73.9809,18,0
40.711,-73.9617,5,1
40.7297,-73.9986,21,0
40.7253,-73.9841,23,0
40.733000000000004,-74.0022,0,1
40.8495,-73.7874,19,1
40.7438,-73.9989,23,1
40.7706,-73.8651,10,0
40.7087,-74.0073,17,0
40.7255,-73.995,17,1
40.7645,-73.9716,16,0
40.7394,-73.994,15,0
40.6225,-74.0279,8,0
40.6921,-73.8504,21,0
40.7858,-73.9767,8,0
40.7869,-73.9504,8,0
40.7771,-73.9517,9,0
40.7853,-73.9497,11,1
40.7642,-73.9593,13,1
40.743,-74.0042,15,0
40.765,-73.9641,12,0
40.7718,-73.9556,17,0
40.6719,-73.9372,5,0
40.7472,-73.982,20,0
40.7637,-73.9718,16,0
40.7188,-73.9957,15,1
40.749,-73.9886,14,0
40.7508,-74.0019,19,0
40.7669,-73.969,15,0
40.7368,-73.9996,13,0
40.7337,-74.0028,23,1
40.7442,-73.9877,16,0
40.719,-73.9992,10,0
40.7307,-74.0008,22,0
40.7729,-73.9637,15,0
40.7794,-73.9531,8,0
40.7505,-73.9745,23,0
40.7377,-73.9896,19,0
40.7334,-73.999,22,0
40.7929,-73.9697,7,0
40.7506,-74.0033,21,0
40.7223,-74.0036,18,0
40.7646,-73.9621,7,0
40.7228,-73.9982,23,0
40.7761,-73.9817,17,0
40.7144,-74.0154,17,0
40.7377,-73.9897,17,0
40.7593,-73.9745,19,0
40.6449,-73.7821,23,0
40.7523,-74.0053,10,0
40.6846,-73.9777,8,1
40.7639,-73.9754,18,0
40.664,-73.9843,7,0
40.7553,-73.9712,21,0
40.6745,-73.9814,11,0
40.6735,-73.9687,8,1
40.725,-73.9982,15,0
40.7298,-73.8623,18,0
40.7601,-73.9612,18,1
40.7146,-73.9981,22,0
40.6836,-73.9757,21,0
40.7576,-73.975,16,0
40.7241,-73.9978,16,0
40.7813,-73.9578,18,0
40.7381,-73.9891,20,0
40.736999999999995,-73.997,11,1
40.7349,-73.9889,17,0
40.8822,-73.8666,10,1
40.7648,-73.9726,9,1
40.7288,-73.9953,4,0
40.7605,-74.003,16,0
40.7245,-74.0018,19,0
40.7299,-73.9853,23,0
40.721,-74.0017,13,1
40.6775,-73.9983,21,0
40.8386,-73.9421,21,1
40.7385,-73.99600000000001,7,0
40.7422,-73.9904,18,0
40.7433,-73.9923,6,0
40.748000000000005,-73.9929,10,0
40.7164,-74.0079,21,0
40.7261,-74.0038,17,1
40.7255,-74.0009,18,0
40.7325,-73.9969,22,0
40.7365,-73.987,10,0
40.7289,-74.0007,19,0
40.774,-73.9776,17,1
40.7259,-73.9976,13,0
40.6762,-73.9511,19,0
40.7108,-74.006,21,0
40.7245,-73.992,6,0
40.8852,-73.9111,7,0
40.7639,-73.9784,6,0
40.8554,-73.9287,23,1
40.7163,-73.9914,22,1
40.7562,-74.0018,16,1
40.7111,-74.0171,7,1
40.7806,-73.9522,3,0
40.7227,-74.0044,20,0
40.8664,-73.9226,13,0
40.7817,-73.9794,6,0
40.7803,-73.9499,7,0
40.6449,-73.782,22,0
40.7647,-73.97800000000001,22,1
40.7555,-73.975,19,0
40.7081,-74.0087,10,0
40.7172,-74.0061,17,0
