Lat,Lon,Hour,Holiday
40.7601,-73.9829,21,0
40.7262,-74.0075,17,0
40.8341,-73.9481,17,0
40.7301,-74.0068,19,1
40.7463,-74.0083,19,0
40.6443,-73.7836,17,0
40.7334,-74.0064,22,0
40.7369,-73.9917,14,0
40.7603,-73.9829,19,0
40.7465,-73.9852,16,0
40.7281,-74.0062,17,0
40.6941,-73.9991,14,1
40.7349,-73.9889,17,0
40.7456,-73.9943,20,0
40.7334,-74.0043,5,0
40.7642,-73.9544,18,0
40.7809,-73.9491,10,0
40.6748,-74.016,17,1
40.7639,-73.9763,17,0
40.6871,-73.9972,19,1
40.7612,-73.9753,12,0
40.7166,-74.0051,8,0
40.7536,-73.9961,17,0
40.7193,-73.9615,23,0
40.7204,-73.9897,0,1
40.7777,-73.9434,15,0
40.7338,-73.9929,21,0
40.7183,-73.954,10,0
40.7148,-74.0152,14,0
40.7742,-73.9631,15,0
40.732,-74.0037,21,0
40.7784,-73.9853,21,0
40.7255,-74.0055,10,0
40.7213,-73.9816,3,0
40.7506,-73.9919,17,0
40.6458,-73.7766,17,0
40.7373,-74.0051,14,0
40.7296,-73.9932,0,1
40.7794,-73.9836,5,0
40.7462,-73.953,11,0
40.781,-73.9762,11,0
40.7767,-73.96300000000001,7,0
40.7125,-73.9626,22,0
40.6458,-73.7768,14,0
40.7662,-73.9602,5,0
40.7031,-73.9876,20,1
40.7592,-73.9941,22,0
40.7602,-73.985,0,0
40.7589,-73.9818,16,0
40.6927,-73.9475,14,0
40.7252,-73.5933,12,0
40.7837,-73.9504,18,0
40.7429,-73.9907,16,0
40.7447,-73.9889,4,1
40.7553,-73.9758,9,0
40.7445,-73.9753,22,0
40.7543,-73.977,18,0
40.7418,-73.9899,23,0
40.7228,-73.9978,22,0
40.7263,-73.9918,11,0
40.7098,-74.0082,3,0
40.7548,-73.9841,17,0
40.6223,-74.0053,14,0
40.6969,-73.9647,17,1
40.732,-73.9839,9,0
40.757,-73.9721,7,0
40.775999999999996,-73.9559,8,0
40.7827,-73.9552,16,0
40.774,-73.8722,9,0
40.7112,-73.9609,0,0
40.7383,-73.9858,8,0
40.7185,-73.9832,7,0
40.7828,-73.9723,12,0
40.7608,-73.9865,5,1
40.7138,-74.0089,9,0
40.7502,-73.9736,18,0
40.6472,-73.9626,22,1
40.7282,-73.9991,18,1
40.7189,-73.98899999999999,13,0
40.7752,-73.9633,10,0
40.7742,-73.9849,19,0
40.7324,-73.98,8,0
40.7402,-74.0078,22,0
40.7475,-73.9566,8,0
40.7783,-73.9831,3,0
40.7383,-73.9969,20,1
40.7734,-73.9664,18,1
40.6485,-73.7834,21,1
40.7592,-73.9752,21,0
40.7532,-73.9751,16,0
40.6472,-74.0002,9,1
40.7151,-73.7605,4,0
40.715,-74.0112,17,1
40.7603,-73.9598,13,0
40.7578,-74.0005,18,0
40.7605,-73.9781,20,0
40.7644,-73.9615,18,0
40.7497,-73.9718,22,0
40.7446,-73.9944,16,0
40.7346,-73.9881,11,0
40.7728,-73.9464,15,0
40.745,-73.9979,22,0
40.769,-73.9609,12,1
40.7505,-73.991,16,0
40.7717,-73.9636,18,0
40.7559,-73.9924,6,0
40.7162,-73.9446,8,0
40.7324,-73.9969,22,0
40.742,-74.0044,23,0
40.7679,-73.9809,23,0
40.7375,-73.9203,6,1
40.6466,-73.7896,15,0
40.7561,-73.9833,11,0
40.6921,-73.9547,8,0
40.7567,-73.9825,20,0
40.7729,-73.9659,11,0
40.6444,-73.7833,12,0
40.7226,-74.0036,21,0
40.6458,-73.7768,19,0
40.7062,-74.0096,4,0
40.7147,-73.9929,10,1
40.7502,-74.0024,1,0
40.7331,-74.0031,22,0
40.7049,-73.9335,21,0
40.7296,-74.0079,7,0
40.7393,-74.0018,23,1
40.7459,-73.9934,13,0
40.7406,-74.0045,8,0
40.756,-73.979,15,0
40.7643,-73.9908,19,1
40.7225,-73.9942,17,1
40.7741,-73.9794,14,0
40.7511,-74.0026,12,0
40.7396,-73.9864,19,0
40.7615,-73.9748,15,0
40.7835,-73.9573,10,0
40.7162,-73.9624,22,0
40.7691,-73.8762,21,1
40.7572,-73.97399999999999,15,0
40.7638,-73.9816,22,0
40.7517,-73.9801,21,0
40.7543,-73.9714,20,1
40.7826,-73.957,11,1
40.7227,-73.9489,9,0
40.7259,-74.0058,14,0
40.7613,-73.9978,8,0
40.7196,-73.9987,14,0
40.7005,-73.9097,13,1
40.7481,-73.9837,10,0
40.7193,-74.0052,6,0
40.7551,-73.9684,21,0
40.7591,-73.9737,17,0
40.7394,-74.0016,17,1
40.7553,-73.9798,16,0
40.7399,-73.9908,11,0
40.7036,-73.9846,18,0
40.7902,-73.9751,14,1
40.7412,-73.9898,16,0
40.7363,-73.9829,7,0
40.7609,-73.999,18,0
40.7367,-73.9847,0,1
40.8267,-73.947,1,1
40.7479,-73.9831,7,0
40.7707,-73.9488,8,0
40.7376,-73.9839,8,0
40.7497,-73.9916,9,0
40.7382,-74.0059,6,0
40.7461,-73.9927,10,0
40.7388,-73.9941,20,0
40.6625,-74.3456,4,1
40.6655,-73.9827,19,1
40.7573,-73.9744,18,0
40.775,-73.9911,8,0
40.7658,-73.9907,23,0
40.7497,-73.9361,15,1
40.6418,-73.7881,13,0
40.774,-73.8732,11,1
40.7432,-74.0075,17,0
40.7536,-73.9734,16,0
40.6298,-73.997,19,0
40.7204,-74.0068,21,0
40.7233,-74.0029,20,0
40.7518,-73.9798,16,0
40.7657,-73.959,17,1
40.7068,-74.0091,4,0
40.7518,-73.9771,21,1
40.7689,-73.9633,20,0
40.6788,-73.9822,13,1
40.769,-73.983,18,0
40.7554,-73.9874,19,0
40.7272,-73.9589,18,0
40.7462,-73.9726,7,0
40.8011,-73.9539,6,0
40.7538,-73.9802,16,0
40.7607,-73.9625,0,1
40.7516,-73.9861,17,0
40.7733,-73.9449,17,1
40.7632,-73.99,2,1
40.7428,-73.9921,18,0
40.7218,-74.0042,7,0
40.6863,-73.9853,22,0
40.751999999999995,-73.9936,12,0
40.7648,-73.9647,6,0
40.6449,-73.7821,14,0
40.7643,-73.9667,6,0
40.6692,-73.962,16,1
40.7164,-74.0052,23,0
40.7025,-73.9902,15,0
40.7304,-74.0085,16,0
40.7088,-74.0008,6,0
40.7751,-73.9821,17,0
40.7194,-74.0061,21,0
40.7418,-74.001,19,0
40.7386,-73.9804,15,0
40.7556,-73.9751,18,0
40.7068,-73.9495,23,0
40.7482,-73.9567,6,0
40.7572,-73.9754,19,0
40.7375,-73.9912,13,0
40.7373,-73.9852,19,1
40.728,-73.9573,5,0
40.7427,-73.9846,19,0
40.6909,-73.9544,15,0
40.742,-74.0037,3,1
40.6967,-73.9933,6,0
40.7624,-73.9685,21,0
40.7186,-73.99,16,0
40.7109,-74.0146,12,1
40.7321,-74.0382,13,0
40.6758,-73.96,11,0
40.7437,-73.9849,19,0
40.7387,-73.9889,19,0
40.7707,-73.992,11,0
40.7178,-73.9637,21,1
40.754,-73.9881,22,0
40.7207,-73.9832,15,0
40.7654,-73.9757,14,0
40.764,-73.9558,16,0
40.7595,-73.9756,20,0
40.7637,-73.9723,21,0
40.7121,-73.8373,5,0
40.7752,-73.9587,7,0
40.7305,-74.0091,15,0
40.7615,-73.9702,17,0
40.7517,-73.9769,19,0
40.7232,-73.9978,23,0
40.7511,-73.9811,17,0
40.8277,-73.9238,20,0
40.7401,-74.0054,1,0
40.7362,-73.9962,17,0
40.7165,-73.9643,20,1
40.6733,-73.9745,9,0
40.7523,-73.9897,18,1
40.7104,-73.9877,14,0
40.6948,-74.178,6,0
40.6861,-73.9772,20,0
40.6466,-73.7899,6,0
40.7797,-73.9597,18,0
40.7632,-73.9697,16,0
40.7643,-73.9655,18,0
40.6445,-73.7832,14,0
40.7323,-74.0036,9,0
40.7862,-73.9426,8,0
40.7933,-73.9455,5,0
40.7246,-73.9986,19,0
40.7219,-73.9853,22,0
40.7224,-73.9832,21,1
40.7912,-73.9687,21,0
40.7805,-73.9467,6,0
40.7311,-74.0083,18,0
40.7345,-73.9922,0,0
40.6976,-73.9929,18,1
40.7246,-73.9838,7,0
40.6774,-74.0172,13,1
40.7576,-73.9751,18,0
40.7657,-73.9552,12,0
40.8255,-74.0581,11,0
40.7185,-74.0041,7,1
40.7205,-73.9882,13,0
40.7645,-73.971,17,0
40.742,-74.0037,3,0
40.7393,-73.9822,9,0
40.6458,-73.7768,12,0
40.7709,-73.8655,8,0
40.8029,-73.9565,22,0
40.7045,-74.0123,3,0
40.7535,-73.9809,16,1
40.786,-73.9799,8,0
40.7364,-73.9909,17,0
40.7442,-73.99,20,0
40.7787,-73.9884,7,0
40.7329,-73.9862,15,0
40.7624,-73.9818,12,0
40.7204,-74.0023,17,1
40.7617,-73.979,16,0
40.7214,-73.999,22,0
40.7758,-73.9801,11,0
40.7608,-73.9798,11,0
41.1952,-73.2037,8,0
40.7446,-73.9326,20,0
40.7139,-73.9976,13,0
40.7703,-73.962,15,1
40.7163,-73.952,6,0
40.7637,-73.9735,16,0
40.7421,-73.995,6,0
40.6922,-73.9874,21,1
40.7298,-73.9933,22,1
40.7838,-73.9802,6,0
40.7451,-73.9849,18,0
40.6455,-73.7768,15,0
40.7732,-73.8859,11,0
40.7618,-73.9686,11,1
40.7277,-74.0072,17,0
40.6738,-73.9801,11,1
40.7106,-73.9662,10,0
40.7699,-73.8644,18,0
40.7273,-74.0016,19,0
40.7732,-73.8855,6,0
40.7065,-74.0178,9,0
40.7805,-73.94800000000001,6,0
40.7187,-74.0081,22,0
40.7557,-73.9794,14,0
40.7061,-74.0169,0,1
40.7413,-73.9857,14,0
40.7318,-74.0085,10,0
40.7744,-73.9593,7,0
40.7665,-73.9687,20,0
40.7609,-73.9993,0,0
40.76,-73.9803,16,0
40.7612,-73.9996,21,0
40.7585,-73.9732,20,0
40.672,-73.9799,20,0
40.7387,-73.9875,21,0
40.7762,-73.9799,15,0
40.7306,-73.9846,7,0
40.7281,-73.9989,0,1
40.7755,-73.9642,17,0
40.7567,-73.9924,17,0
40.7583,-73.9747,11,0
40.7579,-73.964,18,0
40.7582,-73.9893,22,0
40.7616,-73.9743,10,1
40.6445,-74.0184,7,0
40.705,-74.0117,11,0
40.7684,-73.9656,17,0
40.7289,-73.985,5,0
40.7361,-73.988,5,0
40.7731,-73.8855,22,0
40.7317,-73.9949,21,1
40.7419,-74.00399999999999,21,0
40.732,-74.0027,19,0
40.736999999999995,-74.0093,8,0
40.7172,-73.9906,22,0
40.7545,-74.001,20,0
40.7851,-73.9708,15,0
40.727,-73.9966,1,0
40.7188,-74.0002,16,0
40.7562,-73.9865,18,0
40.7056,-74.013,13,0
41.0545,-73.538,14,0
40.7445,-74.0065,7,0
40.6534,-73.9762,19,0
40.7327,-73.9938,13,0
40.7212,-74.0003,17,0
40.7557,-73.9761,15,0
40.7931,-73.9742,22,0
40.7392,-73.9969,18,0
40.7604,-73.9953,8,1
40.7228,-74.0097,18,0
40.751999999999995,-73.9857,22,0
40.7689,-73.9881,5,0
40.7593,-73.9883,12,1
40.7764,-73.9601,6,0
40.7144,-74.0,1,1
40.5809,-73.9732,17,1
40.753,-73.9837,21,0
40.7289,-74.0009,18,1
40.7244,-73.9998,11,0
40.7525,-73.9897,13,0
40.7458,-74.0037,8,0
40.716,-73.9914,17,1
40.7504,-73.9866,17,1
40.7564,-73.9725,19,0
40.7203,-73.9632,18,0
40.7781,-73.9849,8,0
40.7416,-74.0324,22,0
40.7301,-74.0031,21,0
40.7537,-73.9756,21,0
40.7526,-73.9791,16,1
40.7201,-73.9958,20,0
40.7444,-73.9804,17,0
40.7225,-73.9878,21,1
40.7732,-73.8856,16,0
40.7351,-74.0016,20,1
40.7538,-73.9698,0,0
40.7415,-73.9875,23,1
40.7542,-73.9923,11,1
40.7388,-73.9943,19,0
40.7305,-74.0068,18,0
40.7557,-73.9836,14,0
40.6973,-73.9865,13,1
40.7132,-73.9926,17,0
40.775999999999996,-73.9554,10,0
40.7183,-74.0019,14,0
40.7401,-74.0033,3,1
40.742,-74.0037,1,0
40.7264,-73.9992,23,1
40.7223,-73.9869,1,1
40.7444,-73.9905,18,0
40.7589,-73.9799,21,0
40.7165,-73.9967,17,1
40.7709,-73.866,6,0
40.7422,-74.0045,23,1
40.7221,-74.0092,16,0
40.7565,-73.9787,18,0
40.6719,-73.9779,23,0
40.786,-73.9528,7,0
40.7209,-73.9381,15,0
40.7553,-73.9632,14,0
40.7758,-73.9763,19,0
40.7417,-73.9811,17,0
40.7558,-73.9729,6,0
40.7633,-73.9649,18,0
40.6947,-74.1778,23,1
40.7375,-73.9929,18,0
40.7337,-74.0063,14,0
40.7459,-73.9882,8,1
40.7595,-73.985,20,1
40.7822,-73.9722,16,1
40.7532,-73.9778,18,0
40.8408,-73.9428,17,0
40.6457,-73.7767,11,0
40.775999999999996,-73.9834,13,0
40.6954,-74.1788,5,0
40.7223,-73.9972,20,0
40.736999999999995,-73.9922,13,0
40.760999999999996,-73.9965,18,0
40.7921,-73.9778,9,0
40.7491,-73.9801,16,0
40.722,-73.9965,15,0
40.7285,-74.0007,23,0
40.7758,-73.9603,7,0
40.7578,-74.1986,23,0
40.6844,-73.968,23,0
40.7634,-73.9689,21,0
40.6717,-73.9356,2,1
40.7228,-74.0087,7,0
40.734,-73.9891,23,0
40.7353,-73.994,21,0
40.6444,-73.7835,17,0
40.7536,-73.9909,18,0
40.7071,-74.009,17,0
40.765,-73.9704,17,0
40.7557,-73.9628,18,0
40.735,-73.9987,20,0
40.717,-74.0026,20,1
40.6457,-73.7768,17,0
